id,ancestor_list,origin_time,src,src_args,num_units,total_units,length,merit,gest_time,fitness,gen_born,update_born,update_deactivated,depth,hw_type,inst_set,sequence,cells,gest_offset,lineage
36210342,[36191866],199999,div:int,(none),1,1,105,0,0,0,32096,199999,-1,4835,0,heads_default,pujwjagcnalloayzfyzriotwAspjnzmwazcaxdlyzpqBapalyecubsdycvduykAzqrbyfkqvkqApcywzhsmbuuzvvvvvfcxvvgapujwja,['3208'],['37'],['0']
36208640,[36194486],199991,div:int,(none),1,1,98,0,0,0,32100,199991,-1,4840,0,heads_default,xcywjagcixjeoucayjnduenzjkxbpbpaiafrkeoyzowBjpapyecuAqcycvofuyzpvdAaeoBcywcvorktoiluuzvvvvvfcxvvga,['3216'],['325'],['0']
36210434,[36199395],200000,div:int,(none),1,1,96,0,0,0,32074,200000,-1,4826,0,heads_default,lzzwjagctdoyzmmdpmwpakiycaBixxyjafqmkbiBzBypaddecuodtycjbuykAzjdwbpdxjioouqqixaqfuxzvvvvvfcxvvga,['3226'],['25'],['0']
36208732,[36206545],199991,div:int,(none),1,1,104,196,216,0.907407,32072,199991,-1,4828,0,heads_default,lcxwjaABrgctjrmlrBqcflpqyczyubdtaaawypxamBbbbpayxecuhpcycjbuyllsjcfzsjscncobAmxayqnkuzvvvvvfcxvvgaicxwja,['3353'],['98'],['0']
36209560,[36208321],199995,div:int,(none),1,1,100,0,0,0,32096,199995,-1,4846,0,heads_default,nijwagcnliBpayBfayyAhinAiyzljpmmqrycxpBiyzhqBapelyecujiiycvxuyzvvtrbpnkqvjanfcryzsbqvuuzvvvvvfcxvvga,['3395'],['157'],['0']
36209905,[36195668],199997,div:int,(none),1,1,100,0,0,0,32096,199997,-1,4841,0,heads_default,wijwjagcnliipayBzayzAhinAwyzljpmmdhycxxdtyzpqBapalyecujiiycvxuyzvvtrbpmkqAjbnkcrezsbqvuzvvvqvfcxvvga,['3404'],['123'],['0']
36202499,[36192234],199959,div:int,(none),1,4,100,196,199,0.984925,32090,199959,-1,4838,0,heads_default,pxtwjagctixubzjzwjceiyicoykwbpmcqdaexxfAzpqBapakyecuAiqycvxduyopvqacymjkvmklvxbpluBtbumzvvvvvfcxvvga,['3431'],['136'],['0']
36206501,[36204093],199980,div:int,(none),1,1,96,106,148,0.716216,32073,199980,-1,4825,0,heads_default,oxzwjagctydyodozensrtujwdBqaoltxxmroymzhBzBypadxecuofwyccbuystndedjBqifcAcqAbulqybnzvvvvvfvxvvga,['3442'],['299'],['0']
36210250,[36206775],199999,div:int,(none),1,1,98,0,0,0,32083,199999,-1,4855,0,heads_default,xiiwjagclrtkAobzkceAlytwhmlnroleyaylxmjtazBupawvyecuxicyccjuyppowsirjtnoxqqmpjncjfeAbzvvvvvfcxvvga,['3449'],['49'],['0']
36209997,[36205359],199998,div:int,(none),1,1,99,0,0,0,32081,199998,-1,4846,0,heads_default,akawjagcltwAAphdajfszxwzzhkbbpbehbaujaznrzsmBapayecubAcycvoAuyibtddxwjfjoadcvvkkjyrtpuzvvvvvfcxvvga,['3467'],['97'],['0']
36200751,[36199655],199950,div:int,(none),1,1,103,0,0,0,32067,199950,-1,4833,0,heads_default,deBnAmebpqnkuzvvvvvfcxvngacorwjagcxwjaAergccjkalrBrjfleqyczjatstdqpaazqoaBzmpayxdcuhpcycjbuylqsjcfznjta,['3523'],['1147'],['0']
36204339,[36201958],199968,div:int,(none),1,5,99,194.286,193.143,1.00591,32098,199968,-1,4836,0,heads_default,xkkwjagchxqlezucayicllenzjkxbpbzaraxlkbByzscBjpayyecuAibycvobuyzpvdrayoAqjycvBlkdoerukzvvvvvfcxvvga,['3583'],['22'],['0']
36209169,[36205797],199993,div:int,(none),1,1,100,0,0,0,32098,199993,-1,4843,0,heads_default,pxjwjngcnotjbcdziymbbiyAkyyksbjdiqtdcajnyzeoBapasyecuAhcycvoxuobcvyBbymjkvmjlvrbczrzbujzvvvvvfcxvvga,['3597'],['231'],['0']
36205950,[36198285],199977,div:int,(none),2,4,108,204,227,0.898678,32095,199977,-1,4849,0,heads_default,uxjwjagctilursdzwtymcresoAzyksbppqqptcxplvzqBapatyecuAocycvxaduyzpvlyfymjkvfklvkbulutfuuzvvvvvwfcxvvgauxjwja,"['43', '3002']","['94', '94']","['0', '0']"
36207330,[36194307],199984,div:int,(none),1,1,105,0,0,0,32089,199984,-1,4859,0,heads_default,mtjwjAwmxwjagciuclncueptbqrinuwdAbpbikapamaqbkyzsjBmpadpyrcuAqycvAbuynyBxemletakavfkkcaeunduzvvvvvfcxvvgh,['68'],['291'],['0']
36208273,[36203647],199988,div:int,(none),1,2,105,208,214,0.971963,32077,199988,-1,4853,0,heads_default,gcyqitzAamyjwjagcijrtclpjucocnytwfmuiuodetxrpmbmzozBupayvyecuxwcyccjuypcdurotnoxtqefvnmAcbAbzvvvvvfcxvvga,['101'],['210'],['0']
36208848,[36207509],199992,div:int,(none),1,1,98,0,0,0,32071,199992,-1,4830,0,heads_default,gcoeoonumdqmyrdljiceqkdssBbAafqmkoBmzxypadxecuodtycjbubyAqkjdbpfAsbtuqBiuxtqpobzvvvvvfcxvvgalizwja,['164'],['291'],['0']
36208940,[36206184],199992,div:int,(none),2,2,110,192,215,0.893023,32071,199992,-1,4828,0,heads_default,lizwjagcteoonumdrmyrdljicdqkdscbAafqxzormzBypadxecuoktycjbuyAqkjdBsbpfjsbmuqBiuxtqpibzvvvvvfcxvvgalinwjalizwja,"['197', '507']","['100', '64']","['0', '0']"
36204961,[36193477],199971,div:int,(none),5,10,97,188,191,0.984293,32069,199971,-1,4833,0,heads_default,gcxwjaAAAgctjaalcBvnfzeqyczodmsahbpwypqoxBzmpayxecuhpcycjbuyllsjcbznjtnncunAleapqnkmzvvvvvfcxvvga,"['232', '885', '1740', '2150', '3084']","['171', '138', '138', '138', '190']","['0', '0', '0', '0', '0']"
36210320,[36197867],199999,div:int,(none),1,1,107,0,0,0,32083,199999,-1,4826,0,heads_default,oexwjagcwlduvwcsbteblchnnsarzaztzyAavofcrrlzujBpayhecuAxvyccauyvnBjxrncpwjierzqcoautcncjzvvvvvfcxvvgaoexwja,['239'],['35'],['0']
36209791,[36200521],199997,div:int,(none),1,1,96,0,0,0,32079,199997,-1,4822,0,heads_default,BcxwjagcidoplBuoebbBtnrbizdpyuklymcxmucuztBpayjecuAhcycjxuybdtfmoucbfujcrdwtmokkqzpzvvvhvfcxvvga,['279'],['146'],['0']
36204156,[36197867],199967,div:int,(none),2,3,107,95,202,0.470297,32078,199967,-1,4826,0,heads_default,oexwjagcwlduvwcsbteblchnnsarzaztzyAavofcrrlzujBpayhecuAxvyceauyvnBjxrncmwjierzqcoautcncjzvvvvvfcxvvgaoexwja,"['303', '799']","['35', '35']","['0', '0']"
36202615,[36191028],199959,div:int,(none),2,4,99,194,198,0.979798,32092,199959,-1,4841,0,heads_default,xkjwjagcixjyeoucaybndlenzjoxbpbpaiaxxkemyzowBcpapyecuAicycvofuyzpvdAaeoBcyyrvytitoiluuzvvvvvfcxvvga,"['309', '1070']","['21', '21']","['0', '0']"
36195485,[36182118],199923,div:int,(none),1,8,106,194,205,0.946341,32068,199923,-1,4843,0,heads_default,akawjagcltwAApudajfszxwmnzhcbbpbpqbacodznrzsmBapayecubocycvoAuyibAddxbjfooadlvvkfjyrtpuzvvvvvfcxvvgamkpwja,['336'],['132'],['0']
36199395,[36198108],199943,div:int,(none),4,14,96,188,196,0.959184,32065,199943,-1,4825,0,heads_default,lzzwjagctdoyzmmdpmwpakiycaBixxyjafqmkbiBzBypaddecuodtycjbuykAzjdwbpdxjioouqqikaqfuxzvvvvvfcxvvga,"['368', '995', '2861', '3486']","['102', '69', '102', '23']","['0', '0', '0', '0']"
36209929,[36203102],199997,div:int,(none),1,1,96,0,0,0,32069,199997,-1,4818,0,heads_default,qofwjagczypwssnAxsofuwxoynmhatoAmbewyphefBkjpayxecuAycycjfuywabjpkzpnnbcqtBucnasicszvkvvvfcxvvga,['378'],['130'],['0']
36194887,[36180654],199920,div:int,(none),2,16,96,188,194,0.969072,32061,199920,-1,4823,0,heads_default,lzzwjagcfdqzylyopmyeakpzcnapedxBAafllkbyBzBypadxecuodtycjbuylszjdwmpxjmcqujqiuqkfubzvvvvvfcxvvga,"['449', '630']","['188', '155']","['0', '0']"
36209975,[36206336],199997,div:int,(none),1,1,99,0,0,0,32103,199997,-1,4838,0,heads_default,xkjwjagchxuvezucayialuejzjkxbpbzaraxlkbByzscBjpayyecuAibycvobuyzpvdranoAqjycvBwkdoermuzvvvvvfcxvvga,['475'],['127'],['0']
36205398,[36195757],199974,div:int,(none),2,3,95,186,224,0.830357,32070,199974,-1,4821,0,heads_default,lzzwjagcnoyymyopmyeakprcnzpsxxrAafqmAyiBzBypadxecuodtycjbuyoezjdwmpxjsciujqiuakfubzvvvvvfcxevga,"['491', '2038']","['175', '175']","['0', '0']"
36208434,[36204836],199989,div:int,(none),2,2,99,95,198,0.479798,32100,199989,-1,4841,0,heads_default,xcywjagcixjleoucayjnduenzjkxbpbpaiafrkeoyzawBjpapyecuAqcocvofuynpvdAfeoBczwcvorktoiluuzvvvvvfcxvvga,"['500', '980']","['90', '91']","['0', '0']"
36205352,[36204031],199973,div:int,(none),1,1,97,0,0,0,32078,199973,-1,4852,0,heads_default,xiiwjagcdlrtlAobzkcoclytwhmdgdoleiaylxmxtczBnpawvyecuxicyccjuydwsirftnoxqqsfvncjfeAbzvvvvvfcxrvga,['534'],['887'],['0']
36204363,[36199285],199968,div:int,(none),1,5,107,194,208,0.932692,32079,199968,-1,4827,0,heads_default,ihxwjagcleuvwcsbteblchnnsabkaznhyrAlvoyltolurzjBpayhecuAxvyccauyvnBjxbcrwjierkqcoabnyncnzvvvvvfcxvvghihxwja,['564'],['24'],['0']
36210274,[36209057],199999,div:int,(none),1,1,101,0,0,0,32084,199999,-1,4827,0,heads_default,gclwuvwcsbteblchnesarzaztzyrAavofcrrflzujBphyhecuAxvyccauyvnBjxrcmwlierzqcoautcncjzvvvvvfcxvvgaoexwja,['570'],['20'],['0']
36209170,[36208251],199993,div:int,(none),1,1,96,0,0,0,32068,199993,-1,4821,0,heads_default,ycycjfuywobjikzpndbcqtBucnasicszvvvvdfcxvvgaqrqwjagczyprssnuxsofuwxocnmhasoAybewyphefBzjpaybecpA,['587'],['141'],['0']
36203926,[36195546],199966,div:int,(none),1,1,113,0,0,0,32088,199966,-1,4854,0,heads_default,zkmwjamubmjalBlwjagfruilqoqcyygcrlnbzhqxfsleascajaAbiyzsqBjpadakecuBiycvbBuyzfvqcxbttacBvrlkcaheniuuzvvvvvfcxvvga,['592'],['1314'],['0']
36205881,[36198572],199976,div:int,(none),1,1,125,222,246,0.902439,32088,199976,-1,4862,0,heads_default,mkmajamudwjaislwjagcruslpnqcfrbyrwnbzhqxbmblpszajaAnizzshBjpadpyecuAiycvbduyzfzqcxbltacBowlkcaheouuqzvvvvvfcxvvgamkmajvmkmaja,['605'],['145'],['0']
36209078,[36205075],199993,div:int,(none),1,1,104,190,214,0.88785,32065,199993,-1,4820,0,heads_default,qqfwjagcfypwssnAxjofuwxxcnmhjtoAzbewyphefBzjpayxecuAycqycjfuywxbBisepnnbcqtBtcrasicszvvvvvfcxvvgaqxfwjea,['634'],['21'],['0']
36207054,[36202026],199983,div:int,(none),1,1,96,0,0,0,32073,199983,-1,4820,0,heads_default,faAwjagctydybBwtesyrakiczaqakltblaroymziozBypaxxecufdwycAbuyslftezAiqiiwicpAbcsqfzjzvvvvvfcxavga,['661'],['587'],['0']
36204018,[36200331],199966,div:int,(none),5,10,104,194,209,0.92823,32056,199966,-1,4835,0,heads_default,ihuwjatgczwzwqynAcmlrfowxtwwfclbdzlyckpdefBzjpayxecuAycycwfuywxkjfikzpnnbndBvAcxabicszvvvvvfcxvvgaihuhja,"['706', '1534', '2941', '3187', '3497']","['114', '114', '114', '65', '31']","['0', '0', '0', '0', '0']"
36205858,[36201570],199976,div:int,(none),2,3,109,192,232,0.827586,32073,199976,-1,4847,0,heads_default,wjagcltAApudawfszmkmzzhkbbpbpubacjdznrzsmBkpayecubicycvoAuyibAddxbjfjoadlvvwkdyrjpuzvvkvvfcxvvgawjagcltAApuva,"['714', '1598']","['86', '65']","['0', '0']"
36207629,[36204008],199985,div:int,(none),1,1,96,183,187.5,0.975993,32076,199985,-1,4818,0,heads_default,xkxwjagcobodlmooelBbazibetdcadbaqucyBjcuzuBpayjecuojcycxxuyblydsynbAycjceqxnmrnkljBzvvvvvfcxvvga,['738'],['95'],['0']
36207376,[36200979],199984,div:int,(none),2,2,103,190,205,0.926829,32066,199984,-1,4822,0,heads_default,qrfwjagcfypassnAxuofuwxwlpAhatBsAzbucapdefBzjpayxecuApcycjfuywxbjikzdnnbcqtAAcnasicszvvvvvfcxvvgaqrfAja,"['746', '1490']","['118', '131']","['0', '0']"
36192794,[36176644],199909,div:int,(none),2,15,100,198,196,1.0102,32087,199909,-1,4841,0,heads_default,AyjwjagcicilpogcaybaueBenzpkvxlsbparawlkadtbyBjpayyecuAicycvbAuyzyvdycyiAqAysvlcktoeyupzvvvvvfcxvvga,"['748', '3437']","['179', '179']","['0', '0']"
36207169,[36197411],199983,div:int,(none),1,1,106,132,162,0.814815,32099,199983,-1,4842,0,heads_default,xkywjagcixjzeorcayBndkenzjkxbpbpabaxxtkemyzowBjpapyecuAicycvofuyzsvdAaeoBcyyevwrktoiluuzvvvvvfcxvvgaxkywja,['755'],['286'],['0']
36204455,[36198767],199969,div:int,(none),1,1,99,96,135,0.711111,32076,199969,-1,4848,0,heads_default,akawjagcluwAAuusajfszxwmzohkbbybpqbacjdznrzAmBxpajefubicycvoAuyibApAxbjfjoadpvvkjyrtpuzzvvvvfcxvvga,['766'],['453'],['0']
36209906,[36208605],199997,div:int,(none),1,1,106,0,0,0,32079,199997,-1,4845,0,heads_default,akawjagconwAApudajfBzxkmzzhkbbpbpqbacjdznrzsABkpayecubicycvoAuyAbAddxbjfjoadlvvkkdyrfpuzvvvvvfcxvvgwdmpwja,['782'],['135'],['0']
36205168,[36194606],199973,div:int,(none),3,4,99,190,192,0.989583,32099,199973,-1,4840,0,heads_default,eojwjagcheelezucayianuenzjkxbdbzarbxlkbBhzscBjpapyecuAicycvobuyzpvdrayoAqjycvBliloeruuzvvvvvfcxvvga,"['787', '1077', '1176']","['124', '124', '124']","['0', '0', '0']"
36210021,[36207769],199998,div:int,(none),1,1,100,0,0,0,32102,199998,-1,4847,0,heads_default,syjwjagcicilxogcaybaueBenzzkvxlsbpajawlkadtbyBjpayyecuAicycvcAuyzyvdycyiwqAysvlzotosyupzvvvvvfcxvvga,['814'],['102'],['0']
36197256,[36194043],199932,div:int,(none),1,9,96,190,191,0.994764,32058,199932,-1,4820,0,heads_default,qrqwjagczypwssnuxsofdwxocamhatoAybwwypcefBzjpaybecuAycycjfuywpbjikzpnnbcqtBucnasicszvvvvvfcxvvga,['878'],['126'],['0']
36207675,[36206397],199986,div:int,(none),1,1,100,0,0,0,32100,199986,-1,4844,0,heads_default,gcicilpogcaybaueBenzpkvxhsbparawlkadtbyBjpayyecuAicycibAuyzyvdycyiAqAysvlcktoeyupzvvvvvfcxvvgaAAjwja,['936'],['249'],['0']
36204869,[36203477],199971,div:int,(none),1,2,110,184,209,0.880383,32060,199971,-1,4831,0,heads_default,iBrwjadBygctjratmBrotlnqyyzkasstbpywtplwsBzhpayxecuhcycjbuyllscsfzmjscnczjjearankrzvvvvvfcxvvgmiBxsjalBygctjra,['941'],['80'],['0']
36205927,[36189753],199977,div:int,(none),1,1,113,0,0,0,32090,199977,-1,4853,0,heads_default,zkmwjamubwjalBlwjagcruilqoqcyybcrlnbzhqBfAbeascajafbiyzeqBjpadayecuAiycvbBuyzfvqcxbttacBvrlkcahenouukvvvvvfcxvvga,['946'],['858'],['0']
36209469,[36199552],199995,div:int,(none),1,1,120,0,0,0,32090,199995,-1,4856,0,heads_default,mkmwjamuxwjaiztlwjagcruilwpqcyybyrlnpzhqxbmbeaszajaAbiyzstBjpadpyecuAiycvbBuyzfvqcnbltacBkrlkcaswnouuzvvvvvfcxvvgaukmwja,['970'],['244'],['0']
36210044,[36198832],199998,div:int,(none),1,1,103,0,0,0,32067,199998,-1,4818,0,heads_default,qrfwjagcaypwjsnAxjobuwxxcnmhaeoAzbonyphefBzjpayxecuxycycjfuywxbjikzpnnbBcqtBucnasicszvvvvvfcxvvgaqrfwja,['1007'],['97'],['0']
36207238,[36194887],199984,div:int,(none),1,1,96,0,0,0,32071,199984,-1,4824,0,heads_default,lzzwjatcfdqzylyopmyeakpzclapedxBAafllkbyBzBypadxecuodtycjbuylszjdwmpxjmcqujqiuqkfubzvvvvvfcxvvga,['1037'],['566'],['0']
36209745,[36208658],199996,div:int,(none),1,1,118,0,0,0,32092,199996,-1,4859,0,heads_default,cBsrlkcatekouuzvvvvvfcxvvgamkuqjamkuwjamubcjairlwjagcrurlpoqcfybarlnbzhqxbmeaszajaobqyzslBjpadpuecuAjyfvbByyzfvqcibcta,['1096'],['119'],['0']
36210550,[36209355],200000,div:int,(none),1,1,115,0,0,0,32077,200000,-1,4850,0,heads_default,akawjagchBwAAludajfqzxtmzohkbbpkpqbacjdznrzsmBkpayecubicycvoAuyibApuxbjfjradlvvkjyrluzvvvvvfcxvggaakrwjagchBwAAluda,['1164'],['6'],['0']
36210573,[36209232],200000,div:int,(none),1,1,124,0,0,0,32073,200000,-1,4822,0,heads_default,xkxwjagcobodlmooelBbazibetdradkpucxmlcuzuBpayjecuojcycxxuyblsdsynbAycjceqxnbrnwbjBzvvvvvfcxvvgexkxwtagcobozlmooclBbazibetdra,['1166'],['2'],['0']
36210458,[36204458],200000,div:int,(none),1,1,96,0,0,0,32076,200000,-1,4830,0,heads_default,gcxwjaAergctjkhlrBrjflyqycjatsAoqpwypqoayzypayxecuhpcycjbuylqsjcfznjtancsuAmeypqnkuzvvvvvfcxvvga,['1171'],['20'],['0']
36210090,[36207329],199998,div:int,(none),1,1,128,0,0,0,32065,199998,-1,4827,0,heads_default,gcevlxharxwjagctvlxhabcohbanfkofxppiqkbAAxBrejvmfzluBpwlyyecuodBvycmauyrnkbmrrnrqneifnyibktmbtlpazvvvvvfcxvvgdixtjagcevlxharxwja,['1208'],['87'],['0']
36209354,[36204476],199994,div:int,(none),1,1,106,0,0,0,32099,199994,-1,4845,0,heads_default,AyjwjagcicilpogcaybaueBenzpkvxlsbxarAwlkadtbyBjpayAecuAicycvbAuyzyAdzcyiAqAysvloktoeyupzvvvvvfcxvvgaAyjwja,['1262'],['203'],['0']
36205605,[36177929],199975,div:int,(none),1,2,106,49,202,0.242574,32096,199975,-1,4842,0,heads_default,akBwjagchxqneobcaybaluenBikzbpbzaraxlkbBriscBjpapyecuAicycvobuyzpvdrawcyuwqyybvBktoerswzvvvvvfcxvvgaxkjwia,['1268'],['193'],['0']
36205191,[36197362],199973,div:int,(none),1,2,132,97,268,0.36194,32067,199973,-1,4828,0,heads_default,icxwjaABrgcjjralrBrvfpqyczyubdtadawypxamBbbmpayxecuhpcyyjbuyllsjcfrsjuqnconAmxazvqnkuzvwvvvfcxvvgaiccwjaABrgcjjralrBrvfpqyczyubdtada,['1313'],['176'],['0']
36206272,[36205071],199978,div:int,(none),1,1,111,0,0,0,32098,199978,-1,4847,0,heads_default,xbjwjaockxqlezucayialuenzjrxbpbzaraxlkbBazsfBjpaayecuAicycvoeuyzprdtcyonqjccwBukdoerunzvvvvvfcxvvgaxbjwjaxbjwja,['1366'],['745'],['0']
36209147,[36196991],199993,div:int,(none),1,1,103,196,221,0.886878,32072,199993,-1,4826,0,heads_default,lcxwjaABrgctjralrBqvflpqyczyubdtarawypxAmBbbbpayxecuhpcycjbuyllsjcfzsjucncobAmxayqnkuzvvvvvfcxvvgaixwja,['1382'],['20'],['0']
36208411,[36196332],199989,div:int,(none),1,2,100,198,199,0.994975,32098,199989,-1,4841,0,heads_default,pxjwjagcnotjbcdziymbbiylkyyksbpdiqtdcaynyzpqBapasyecuAhcycvoxuobivyBbymjkvmjlvrbczdzbujzvvvvvfcxvvga,['1389'],['157'],['0']
36207399,[36206026],199984,div:int,(none),2,2,112,198,219,0.90411,32076,199984,-1,4842,0,heads_default,abawjagcltwAArudaffszxkmzzhkbbAlpqbacjdznrzsmBkpayecubicycvoAuyibAddxbjfjtadlwvkkjyrtpuzvvvvvfcxvvgamkpwjaakawja,"['1394', '1797']","['103', '103']","['0', '0']"
36203696,[36202484],199965,div:int,(none),1,5,106,192.571,205.286,0.93806,32096,199965,-1,4843,0,heads_default,xkywjagcixjleorcayBndkenzjkxbpbpaiaxxtkemyzowBjpapyecuAicycvofuyzsvdAaeoutyycvorktoilauzvvvvvfcxvvgaxkywja,['1397'],['127'],['0']
36209239,[36207866],199993,div:int,(none),1,1,107,196,204,0.960784,32071,199993,-1,4826,0,heads_default,iehwjagcljuAwcsbhebBbhnzsbetaznhyAAxvojcorfzzjBpayhecubBvycxauyvniBxpocmwvseizecoabncncjzvvvvvfcxvvgaiehoja,['1412'],['50'],['0']
36210067,[36202004],199998,div:int,(none),1,1,108,0,0,0,32095,199998,-1,4843,0,heads_default,wijwjagcnlliibayBzayzAhinswszljpmmqyycxxmiyzpqBapalyecujiiycvxuyzvvtrbzboqvankcrezsbqvuuzvvvvvfcxvvgfawijwja,['1489'],['121'],['0']
36194726,[36170361],199919,div:int,(none),4,19,105,208.571,210.771,0.989563,32081,199919,-1,4857,0,heads_default,mkjwjAwmxwjagciuclncueptbqrznuwdxbpbikapamaqbkyzsjBmpadpyecuAqycvAbuynyBxemletbkavukkcaewuduzvvvvvfcxvvga,"['1546', '2473', '3004', '3435']","['192', '210', '210', '192']","['0', '0', '0', '0']"
36207905,[36206724],199987,div:int,(none),1,1,113,222,227,0.977974,32091,199987,-1,4855,0,heads_default,akmwjamubwjalBlwjagcruilqoqcyybcrlabzhqxfAbeascajaAbBydsqBjpadayecuAiycvbBuyozvqcxbttacBvrlkcahenourzvvvvvfcxvvga,['1554'],['40'],['0']
36209009,[36200584],199992,div:int,(none),1,1,105,206,212,0.971698,32078,199992,-1,4853,0,heads_default,gcfjdtzaayyjwjagcijrttlpjucocnqtwpmuiubdqaxmpmbmzozBupayvyecuxwcyccjuypcdurotnoxtqpfvnmmcbAbzvvvvvfcxvvga,['1633'],['52'],['0']
36208066,[36205363],199987,div:int,(none),1,2,103,48,206,0.23301,32064,199987,-1,4818,0,heads_default,oqfwjagczypwssnAxjofuwxxfnzhatoAzbewyphefBzjpayxecuAyyqycjfuywxbBikzpnnbcqtBucrasicszvvvvvfcxvvgaqqfwja,['1638'],['66'],['0']
36210435,[36208891],200000,div:int,(none),1,1,100,0,0,0,32100,200000,-1,4838,0,heads_default,bbxxkyztqBapaqyecudtcycvccxyzcvjxbufkqvqmwvruyxuebnBzvvvvvfcxvvgyfbmwjagcndilpeouaczArmnAwdrbjpmjupa,['1643'],['13'],['0']
36210504,[36204462],200000,div:int,(none),1,1,100,0,0,0,32097,200000,-1,4845,0,heads_default,pkswjagcnlilpvyoayzArsAwdobjmmuhjhcaxdhyfhqBapapxecuuccgcvoxuyzyvqrbufsovuxibrbwxuoemrxzvvvvvfcxvvga,['1706'],['12'],['0']
36209699,[36208574],199996,div:int,(none),1,1,99,0,0,0,32102,199996,-1,4843,0,heads_default,AyjwjagcicilpogcaybaueBenzpkvxlsbparawlkadtbyBjpaysecuAicycbpuyzyvdycyiAqAysvlcktoeyupzvvvvvfcxvvga,['1745'],['158'],['0']
36210481,[36209318],200000,div:int,(none),1,1,97,0,0,0,32069,200000,-1,4821,0,heads_default,qrqAjagczypwssnuxsofuwxocamhatoAybwwypcefBzjpaybecuAycycjfuywpbjiikzpnnbcqtBucBasicszvvvvvfcxvvga,['1754'],['27'],['0']
36203811,[36196141],199965,div:int,(none),2,5,100,196,196,1,32097,199965,-1,4840,0,heads_default,ekcwjagchxqbezucayialuenzlkxbpBzaraxlkbBvzscBjpapyecuAixycvobuyzwpvjrayoAqjycvBlkdderuuzvvvvvfcxvvga,"['1780', '2595']","['128', '128']","['0', '0']"
36209377,[36200391],199994,div:int,(none),1,1,104,0,0,0,32080,199994,-1,4854,0,heads_default,xiiwjagcdlsklAojkcbclytwhmliroleBaylxmntazBupawzyecuxicyccjuyppdwsirntpoxqqpBvncjfeibzvvvvvfcxvvgaxiiwha,['1790'],['194'],['0']
36209998,[36208690],199998,div:int,(none),1,1,125,0,0,0,32073,199998,-1,4871,0,heads_default,iiiojawliojagcfxjstzAafcjwjagcijrtepavbtBwdltxpmwsjolAnypbmzoBupawseyecuxwccyccjuypldwurrotnoxtppbrombxrybzvvvvvfcxvvgaAiiota,['1882'],['131'],['0']
36208756,[36208015],199991,div:int,(none),1,1,104,0,0,0,32072,199991,-1,4837,0,heads_default,yxwcuhpcycjbuylqsjcfznjfadeBnAmebpqnkuzvvvvvfcxivgacorwjxgcxwjaAergccjkaynrBrjfleqyizjatxtdqpaazqowBzmpa,['1899'],['155'],['0']
36201764,[36198103],199955,div:int,(none),1,6,106,198,205,0.965854,32096,199955,-1,4838,0,heads_default,nkjwjagchxqleducxyialuejzjkxbtbzaraxlkbfyzscBjpayyeouAibycvjobuyzpvdranoAqjycvBlkdoeruuzvvvvvfcxvvgankjwja,['1937'],['204'],['0']
36209584,[36208358],199995,div:int,(none),1,1,100,0,0,0,32101,199995,-1,4843,0,heads_default,gcixjyeouBaybpdlenzjoxbpbpaiaxxkAemyzowBjpapyecuAicycvoffyzpvkAaeoBcyycvotitoiluuzkvvvvfcxvrgaxkywja,['1972'],['178'],['0']
36202592,[36201814],199959,div:int,(none),1,1,100,0,0,0,32091,199959,-1,4838,0,heads_default,uAiqycvxduyopvqacymjkvmalvkbpluBtbumzvvvvvlcxvvgapxtwjagctixubzdoiAcriyojoykwbpmcqdaexxfAzpqBapakyec,['2011'],['639'],['0']
36207997,[36205516],199987,div:int,(none),2,2,103,186,199,0.934673,32072,199987,-1,4831,0,heads_default,gcxwjaAehgctmkalrBbjmleqyczjatstdxpwypqoaBzmpayxecuhpcycjBuylqsjcfznjtancsnAmeapqnkuzvvvvvfcxvvgagaxwja,"['2016', '3592']","['31', '41']","['0', '0']"
36208963,[36207661],199992,div:int,(none),1,1,110,192,216,0.888889,32071,199992,-1,4828,0,heads_default,lizwjagcteoonumdpmyrdljicdqkdscbAafqmBoxmzBypadxecuodptycjbuyAqkjdszpfjsbtuqBiuxtqpobzvvvvvfcxvvganinwjalizwja,['2024'],['51'],['0']
36206870,[36205380],199982,div:int,(none),1,1,119,0,0,0,32088,199982,-1,4858,0,heads_default,jaAfhyzslBjpadpjyecuAiycvbBuyzevqcxbltaBvrlktmhenouuzvvvvvfcxvvgamkmwjamkmwjnmubwjaizlwjagcruslpoibfybyrllbzhqxbcbeasza,['2074'],['690'],['0']
36206387,[36204217],199979,div:int,(none),1,2,100,190,193,0.984456,32080,199979,-1,4827,0,heads_default,oexwjagclduvwcmbtBbechnttabzaznzdrAavofcoultujBpayhecuAxvyccauyvnBjxrcmwjierzqcpauncncjzvvvvvfcxvvga,['2124'],['152'],['0']
36209722,[36205975],199996,div:int,(none),1,1,117,0,0,0,32090,199996,-1,4864,0,heads_default,ykmajamudwjaislwjagcrulpnqcfrbyrwybzhqxbmblpszajaAnizzshBjpadpyecuAiyAvbduyzfzqcxbltacBowlkcaheozouqzvvvvvfcxvvgamkma,['2129'],['67'],['0']
36207445,[36206103],199985,div:int,(none),1,1,100,0,0,0,32094,199985,-1,4845,0,heads_default,gcnliipayBzAyzAhmnpwyzljpmmdhycxxdtyzpqBapalyecujiiycvxuyzvwtrbpmkqAjbnkcrezsbqvuzvvvvvfcxvvgawijwja,['2139'],['552'],['0']
